Gene,Variance
IBSP,4.645170621091846
LY6G6C,4.638969389521149
B4GALNT2,4.638286610253669
MMRN1,4.6329497767550505
BMP7,4.632791039016404
KCNE4,4.629511024792874
KLK13,4.622176663698056
SOX8,4.618980784663809
CES1,4.616932090374099
CORO6,4.616463063958902
KCNK3,4.615241970839033
FXYD1,4.614661849351732
DUSP9,4.612215634441771
ARMC3,4.610309534889558
TBX1,4.6092131992486465
KIAA0125,4.60561404566034
KRT31,4.604394548833138
PCSK2,4.60414671529071
CES3,4.602517556463588
KCNK1,4.598042481598465
CAMP,4.596676237431334
AQP3,4.595807576614291
KCNK2,4.591527737179695
DAPL1,4.59112372691897
KISS1R,4.590030325089673
KRT86,4.5868570914698665
LGALS7B,4.585444752369384
NXNL2,4.585192372376113
CAMK2B,4.584325791065833
PCDHA13,4.580902394022956
HOXB5,4.580709555976267
LOC153328,4.575119133214792
TDRD9,4.573034035050628
GREB1L,4.571203814534543
CUX2,4.570197530594586
CYP4F12,4.5696595549848995
C9orf152,4.569576810424814
PCDHGB5,4.566906428949453
TNFRSF17,4.56586952584189
EPHA8,4.56554487395041
CT62,4.554480293906529
TDRD12,4.552693955460832
RARRES1,4.549963667908218
CHRDL2,4.544115390440045
CKMT1B,4.543599593958146
ODZ2,4.540798114701175
HRCT1,4.539152981045904
GSDMC,4.538867242117207
ADCYAP1,4.537684108196422
OXGR1,4.535023611655403
ITIH5L,4.524991712777786
WNT6,4.522416850536563
BLK,4.5140717485511646
HRASLS,4.513626466106038
TNNT3,4.511220216338524
FABP6,4.5083839611945775
SERPINA3,4.505266671939129
CLDN19,4.50514280791789
CA3,4.503073102557858
HMP19,4.501569616421841
C6orf141,4.500027970608983
GGT6,4.497797263787985
LRAT,4.49398449592361
CACNA2D1,4.490046645860759
ARC,4.489777085233779
MT1A,4.487576363720848
ACADL,4.485660708736025
AZGP1,4.484350555731631
LYPD6,4.4768633164692995
PRSS16,4.476814293579139
CFB,4.475079147568662
LOC152225,4.474857376739211
C4A,4.474224756930602
CLEC10A,4.473673383039476
IL7R,4.473411525354761
GPR87,4.465852462919324
CRISPLD1,4.461463922062011
CTSG,4.459955842024378
GABRE,4.45492708777749
TGM3,4.448490189167412
IL6,4.447466673280853
SPINK5,4.438889491403303
CHODL,4.437948347662917
VIT,4.437670325645481
MUC7,4.436134423707176
FAIM2,4.430746160031389
CA4,4.430341798757706
GZMB,4.428490496685747
CRYAB,4.427785989728101
PGC,4.427356377702228
CRHR1,4.4267346872782065
SNORD116-4,4.426118908880212
TARP,4.425182255144679
ITGB6,4.423775858094087
RNF212,4.415051410768723
STEAP4,4.412139288900244
HMGCLL1,4.408117226170773
CD38,4.407613737324104
FGFR3,4.406735341339045
PYY,4.399844464865186
NME5,4.396595183342021
NRXN1,4.395733591965795
CHRNA9,4.393525707637877
TPSB2,4.392391905400224
CILP,4.39191181203395
PTPRN2,4.390322968283527
ACMSD,4.390137743606495
IL20RA,4.388904520594027
BMP5,4.386256629420128
HS6ST2,4.3852368778626465
LMO3,4.381743798889659
C8orf84,4.37966131992887
C6orf223,4.379397794270145
LOC100124692,4.3750857827597835
CLDN10,4.373702933969342
SRPK3,4.37359858230217
PRKAA2,4.36722414878306
REEP6,4.365923749093862
FCER2,4.365104064370024
ACOX2,4.3559277371096226
GPT,4.355652672503997
SFTPA2,4.354772695905398
PTPRQ,4.351521541420192
FIGF,4.346423749507685
GNG13,4.345403759109448
PXDNL,4.344294247323413
MOGAT2,4.343441451837459
LGALS7,4.343244914045394
ZMYND10,4.342205425876324
COL22A1,4.338818820691066
SDK2,4.336839700294791
ABP1,4.3330278386992145
CPA4,4.331694202342901
LAMC2,4.3306596506364015
S100A14,4.330021790519361
BAIAP3,4.328502106790688
LRRN1,4.327983528568555
SLC4A10,4.320422974600444
GLB1L2,4.318926301838579
CPNE4,4.31454019006324
STK32B,4.313783105338056
TNN,4.310726411520707
ATP1A3,4.30668827494177
EYA1,4.300582209837672
SLIT1,4.29788135213175
BPI,4.2973121682648925
GFRA3,4.290893902444779
SLC7A10,4.289537085187816
CYP26A1,4.2882951052502545
GZMK,4.2881369655509225
CXCL11,4.2872370869935015
IGSF21,4.280581770141325
PLEKHG4B,4.273905105770307
MAG,4.273236895805189
OGDHL,4.272941907031409
LTB,4.270498607102803
EMILIN3,4.2698032719314
SYT5,4.268812048314384
ABCA4,4.263129973556866
ALG1L,4.262323884030595
LEFTY2,4.260348036018991
LGR5,4.2596135628148915
CCDC129,4.257989434973757
GDF15,4.257920417616854
RUNDC3A,4.255125077555091
KLHDC7B,4.252398479920781
KLRG2,4.250553371061528
BARX1,4.243995605104913
KCNH2,4.242393554389923
GRAMD2,4.241978935923468
DMBT1,4.241760891600138
ECEL1,4.240553335522282
ACCN1,4.239624952335762
LACRT,4.2388933134053435
CHL1,4.237020385664607
NTRK2,4.228051432376847
PTGS2,4.226328505583202
SPRR3,4.220611419336036
MUC13,4.2180728025403775
C20orf85,4.217643912567947
MESP1,4.212031840658573
FAM189A1,4.210382782677449
TMEM139,4.205501210173774
PLA2G10,4.204574767465414
FOXA3,4.204078702419318
SLC4A4,4.200534386478169
LDHC,4.197533651994255
SYN2,4.191414737662417
ADAMTS18,4.18981215848097
NRK,4.1874174526181225
CST6,4.181867122177497
LEMD1,4.175225386097402
KCNJ16,4.172248291831914
MYH11,4.171747517566771
TGM5,4.169815687170807
EGFR,4.168927633984057
psiTPTE22,4.164944491314072
TACR1,4.15986161546226
HDC,4.158358724013078
PLCXD3,4.157645890384043
PCDH20,4.154275022717578
CDH7,4.1506182684198105
EDIL3,4.150523045970294
GSTM5,4.150486467387235
PNPLA3,4.147621313278451
MAGEC2,4.139407755834297
PCDHGB1,4.136062990233429
B3GAT1,4.133688830992209
FCRL3,4.130643324989262
DMKN,4.127538027479859
COL6A6,4.126564901720213
CXCL2,4.124791873858289
PTGDS,4.124323134351818
CHRNB2,4.124291562250212
MEOX1,4.123822359137001
ACSM1,4.123507607536638
PCP4L1,4.123027727109142
COL11A2,4.108801795288241
